# ClinVar Rejected SCVs
# Format: batch_id	scv_id	scv_ver	rejection_reason	date_rejected
# Add rejected SCVs below this line (tab-separated)
# Example: 101	SCV000257712	2	version_mismatch	2023-10-15
## In batch 119 the error cases “SCV current but with previous version 2025-04-13” are due to
## our recent replacement of <Gender> to <Sex> that incremented scv version.
101	SCV000052685	2	deleted SCV	2023-09-26
101	SCV000348566	2	deleted SCV	2023-09-26
101	SCV000348567	2	deleted SCV	2023-09-26
101	SCV000355247	2	deleted SCV	2023-09-26
101	SCV000357981	2	deleted SCV	2023-09-26
101	SCV000358212	3	deleted SCV	2023-09-26
101	SCV000359464	2	deleted SCV	2023-09-26
101	SCV000359465	2	deleted SCV	2023-09-26
101	SCV000359467	2	deleted SCV	2023-09-26
101	SCV000359559	2	deleted SCV	2023-09-26
101	SCV000359561	2	deleted SCV	2023-09-26
101	SCV000359562	2	deleted SCV	2023-09-26
101	SCV000363525	2	deleted SCV	2023-09-26
101	SCV000363526	2	deleted SCV	2023-09-26
101	SCV000749451	2	secondary SCV	2023-09-26
101	SCV000794286	2	SCV current but with previous version	2023-09-26
101	SCV000813233	2	secondary SCV	2023-09-26
101	SCV000839015	2	deleted SCV	2023-09-26
101	SCV000958124	2	secondary SCV	2023-09-26
101	SCV001138451	1	deleted SCV	2023-09-26
101	SCV002010048	1	deleted SCV	2023-09-26
101	SCV002010437	1	deleted SCV	2023-09-26
101	SCV002010683	1	deleted SCV	2023-09-26
101	SCV002011109	1	deleted SCV	2023-09-26
101	SCV002009115	1	deleted SCV	2023-09-26
101	SCV002009247	1	deleted SCV	2023-09-26
101	SCV002009366	1	deleted SCV	2023-09-26
101	SCV002010149	1	deleted SCV	2023-09-26
101	SCV002010730	1	deleted SCV	2023-09-26
101	SCV002010818	1	deleted SCV	2023-09-26
101	SCV002010939	1	deleted SCV	2023-09-26
101	SCV002011451	1	deleted SCV	2023-09-26
101	SCV002009684	1	deleted SCV	2023-09-26
102	SCV000693185	20	SCV current but with previous version	2023-12-04
102	SCV001250102	16	SCV current but with previous version	2023-12-04
102	SCV000575149	22	SCV current but with previous version	2023-12-04
102	SCV000372474	3	deleted SCV	2023-12-04
102	SCV000224806	5	duplicate scv_accession.version, already in clingen_flagged	2023-12-04
102	SCV001147466	17	SCV current but with previous version	2023-12-04
102	SCV001147657	17	SCV current but with previous version	2023-12-04
102	SCV001148113	17	SCV current but with previous version	2023-12-04
102	SCV001148166	17	SCV current but with previous version	2023-12-04
102	SCV001148928	17	SCV current but with previous version	2023-12-04
102	SCV001148970	17	SCV current but with previous version	2023-12-04
102	SCV001149436	17	SCV current but with previous version	2023-12-04
102	SCV001292670	1	deleted SCV	2023-12-04
102	SCV002562949	6	SCV current but with previous version	2023-12-04
102	SCV001335032	15	SCV current but with previous version	2023-12-04
102	SCV001291700	1	deleted SCV	2023-12-04
102	SCV000892167	18	SCV current but with previous version	2023-12-04
102	SCV001985207	2	SCV current but with previous version	2023-12-04
102	SCV000609098	15	SCV current but with previous version	2023-12-04
102	SCV000609074	20	SCV current but with previous version	2023-12-04
102	SCV002564058	6	SCV current but with previous version	2023-12-04
102	SCV001247594	16	SCV current but with previous version	2023-12-04
102	SCV001247522	16	SCV current but with previous version	2023-12-04
102	SCV000803580	1	SCV current but with previous version	2023-12-02
102	SCV001150435	17	SCV current but with previous version	2023-12-04
102	SCV001151515	17	SCV current but with previous version	2023-12-04
102	SCV001150391	17	SCV current but with previous version	2023-12-04
102	SCV002821656	4	SCV current but with previous version	2023-12-04
105	SCV003444353	2	mistaken submission	2024-03-05
106	SCV000838857	2	deleted SCV	2024-04-08
106	SCV001138573	1	SCV current but with previous version	2024-04-08
109	SCV000493560	28	SCV current but with previous version	2024-06-17
109	SCV000608710	26	SCV current but with previous version	2024-06-17
109	SCV000608751	26	SCV current but with previous version	2024-06-17
109	SCV000780867	24	SCV current but with previous version	2024-06-17
109	SCV000891511	1	SCV current but with previous version	2024-06-23
109	SCV001148785	22	SCV current but with previous version	2024-06-17
109	SCV001747865	15	SCV current but with previous version	2024-06-17
109	SCV004195413	1	SCV current but with previous version	2024-06-17
110	SCV000249847	10	duplicate scv_accession.version, already in clingen_flagged	2024-07-16
